"productId","product","workload","perturbation","repetition","elapsedMs","baselineMedianMs","elapsedDeltaMs","depdLoaded","depdInvoked","deprecationInvocations","originalCallsExecuted","injectedDelayMs","impactObserved","impactType","statusCode","stderrHasCorruptionMarker","stderrHasDuplicateMarker","stderrLength","error"
"P2","express-session","SESSION_VALID_OPTIONS","DELAY_WARNING","2","13.9848","14.486","-0.5012000000000008","true","false","0","0","0","false","NONE","","false","false","0",""
"P2","express-session","SESSION_VALID_OPTIONS","DELAY_WARNING","3","21.234","14.486","6.748000000000001","true","false","0","0","0","false","NONE","","false","false","0",""
"P2","express-session","SESSION_VALID_OPTIONS","DELAY_WARNING","4","15.6862","14.486","1.2001999999999988","true","false","0","0","0","false","NONE","","false","false","0",""
"P2","express-session","SESSION_VALID_OPTIONS","DELAY_WARNING","5","15.8677","14.486","1.3816999999999986","true","false","0","0","0","false","NONE","","false","false","0",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","BASELINE","1","18.6015","15.7528","2.848700000000001","true","true","2","2","0","false","NONE","","false","false","356",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","BASELINE","2","15.7528","15.7528","0","true","true","2","2","0","false","NONE","","false","false","356",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","BASELINE","3","15.9705","15.7528","0.2176999999999989","true","true","2","2","0","false","NONE","","false","false","356",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","BASELINE","4","15.3873","15.7528","-0.3655000000000008","true","true","2","2","0","false","NONE","","false","false","356",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","BASELINE","5","15.4479","15.7528","-0.30489999999999995","true","true","2","2","0","false","NONE","","false","false","356",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DROP_WARNING","1","14.8914","15.7528","-0.8613999999999997","true","true","2","0","0","true","OBSERVABILITY_DROP","","false","false","0",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DROP_WARNING","2","14.925","15.7528","-0.8277999999999999","true","true","2","0","0","true","OBSERVABILITY_DROP","","false","false","0",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DROP_WARNING","3","15.2492","15.7528","-0.5036000000000005","true","true","2","0","0","true","OBSERVABILITY_DROP","","false","false","0",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DROP_WARNING","4","20.4455","15.7528","4.6926999999999985","true","true","2","0","0","true","OBSERVABILITY_DROP","","false","false","0",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DROP_WARNING","5","16.8098","15.7528","1.0569999999999986","true","true","2","0","0","true","OBSERVABILITY_DROP","","false","false","0",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","CORRUPT_WARNING","1","17.4229","15.7528","1.670099999999998","true","true","2","2","0","true","OBSERVABILITY_CORRUPTION","","true","false","402",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","CORRUPT_WARNING","2","15.9617","15.7528","0.20889999999999986","true","true","2","2","0","true","OBSERVABILITY_CORRUPTION","","true","false","402",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","CORRUPT_WARNING","3","16.4802","15.7528","0.7273999999999994","true","true","2","2","0","true","OBSERVABILITY_CORRUPTION","","true","false","402",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","CORRUPT_WARNING","4","16.1958","15.7528","0.44299999999999784","true","true","2","2","0","true","OBSERVABILITY_CORRUPTION","","true","false","402",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","CORRUPT_WARNING","5","29.1665","15.7528","13.413699999999999","true","true","2","2","0","true","OBSERVABILITY_CORRUPTION","","true","false","402",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DUPLICATE_WARNING","1","16.9786","15.7528","1.2257999999999996","true","true","2","4","0","true","OBSERVABILITY_DUPLICATION","","false","true","756",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DUPLICATE_WARNING","2","14.4658","15.7528","-1.2870000000000008","true","true","2","4","0","true","OBSERVABILITY_DUPLICATION","","false","true","756",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DUPLICATE_WARNING","3","20.4832","15.7528","4.7303999999999995","true","true","2","4","0","true","OBSERVABILITY_DUPLICATION","","false","true","756",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DUPLICATE_WARNING","4","16.9758","15.7528","1.222999999999999","true","true","2","4","0","true","OBSERVABILITY_DUPLICATION","","false","true","756",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DUPLICATE_WARNING","5","15.885","15.7528","0.1321999999999992","true","true","2","4","0","true","OBSERVABILITY_DUPLICATION","","false","true","756",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DELAY_WARNING","1","114.1503","15.7528","98.39750000000001","true","true","2","2","100","true","LATENCY","","false","false","356",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DELAY_WARNING","2","115.1946","15.7528","99.4418","true","true","2","2","100","true","LATENCY","","false","false","356",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DELAY_WARNING","3","116.308","15.7528","100.55520000000001","true","true","2","2","100","true","LATENCY","","false","false","356",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DELAY_WARNING","4","121.3839","15.7528","105.6311","true","true","2","2","100","true","LATENCY","","false","false","356",""
"P2","express-session","SESSION_MISSING_RESAVE_AND_SAVEUNINITIALIZED","DELAY_WARNING","5","114.6389","15.7528","98.8861","true","true","2","2","100","true","LATENCY","","false","false","356",""
"P2","express-session","SESSION_MISSING_SECRET","BASELINE","1","17.0401","16.7452","0.2948999999999984","true","true","1","1","0","false","NONE","","false","false","154",""
"P2","express-session","SESSION_MISSING_SECRET","BASELINE","2","15.2849","16.7452","-1.4603000000000002","true","true","1","1","0","false","NONE","","false","false","154",""
"P2","express-session","SESSION_MISSING_SECRET","BASELINE","3","16.1963","16.7452","-0.5488999999999997","true","true","1","1","0","false","NONE","","false","false","154",""
"P2","express-session","SESSION_MISSING_SECRET","BASELINE","4","16.7452","16.7452","0","true","true","1","1","0","false","NONE","","false","false","154",""
"P2","express-session","SESSION_MISSING_SECRET","BASELINE","5","20.4113","16.7452","3.6661","true","true","1","1","0","false","NONE","","false","false","154",""
"P2","express-session","SESSION_MISSING_SECRET","DROP_WARNING","1","24.8176","16.7452","8.072399999999998","true","true","1","0","0","true","OBSERVABILITY_DROP","","false","false","0",""
"P2","express-session","SESSION_MISSING_SECRET","DROP_WARNING","2","14.5936","16.7452","-2.1516","true","true","1","0","0","true","OBSERVABILITY_DROP","","false","false","0",""
"P2","express-session","SESSION_MISSING_SECRET","DROP_WARNING","3","19.4085","16.7452","2.6632999999999996","true","true","1","0","0","true","OBSERVABILITY_DROP","","false","false","0",""
"P2","express-session","SESSION_MISSING_SECRET","DROP_WARNING","4","23.7811","16.7452","7.035899999999998","true","true","1","0","0","true","OBSERVABILITY_DROP","","false","false","0",""
"P2","express-session","SESSION_MISSING_SECRET","DROP_WARNING","5","14.3986","16.7452","-2.3466000000000005","true","true","1","0","0","true","OBSERVABILITY_DROP","","false","false","0",""
"P2","express-session","SESSION_MISSING_SECRET","CORRUPT_WARNING","1","17.209","16.7452","0.4637999999999991","true","true","1","1","0","true","OBSERVABILITY_CORRUPTION","","true","false","177",""
"P2","express-session","SESSION_MISSING_SECRET","CORRUPT_WARNING","2","19.2863","16.7452","2.5411","true","true","1","1","0","true","OBSERVABILITY_CORRUPTION","","true","false","177",""
"P2","express-session","SESSION_MISSING_SECRET","CORRUPT_WARNING","3","20.9413","16.7452","4.196099999999998","true","true","1","1","0","true","OBSERVABILITY_CORRUPTION","","true","false","177",""
"P2","express-session","SESSION_MISSING_SECRET","CORRUPT_WARNING","4","15.2376","16.7452","-1.5076","true","true","1","1","0","true","OBSERVABILITY_CORRUPTION","","true","false","177",""
"P2","express-session","SESSION_MISSING_SECRET","CORRUPT_WARNING","5","17.0581","16.7452","0.31289999999999907","true","true","1","1","0","true","OBSERVABILITY_CORRUPTION","","true","false","177",""
"P2","express-session","SESSION_MISSING_SECRET","DUPLICATE_WARNING","1","15.2702","16.7452","-1.4749999999999996","true","true","1","2","0","true","OBSERVABILITY_DUPLICATION","","false","true","330",""
"P2","express-session","SESSION_MISSING_SECRET","DUPLICATE_WARNING","2","15.6945","16.7452","-1.0507000000000009","true","true","1","2","0","true","OBSERVABILITY_DUPLICATION","","false","true","330",""
"P2","express-session","SESSION_MISSING_SECRET","DUPLICATE_WARNING","3","15.4901","16.7452","-1.2551000000000005","true","true","1","2","0","true","OBSERVABILITY_DUPLICATION","","false","true","330",""
